locus_tag	ftype	length_bp	gene	EC_number	COG	product
IDBKNKLP_01042	CDS	948	treR		COG1609	HTH-type transcriptional regulator TreR
IDBKNKLP_01043	CDS	2697	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
IDBKNKLP_01044	CDS	387	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
IDBKNKLP_01045	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
IDBKNKLP_01046	CDS	936	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
IDBKNKLP_01047	CDS	396	yjgH		COG0251	RutC family protein YjgH
IDBKNKLP_01048	CDS	714	bdcA		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
IDBKNKLP_01049	CDS	594	bdcR			HTH-type transcriptional repressor BdcR
IDBKNKLP_01050	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
IDBKNKLP_01051	CDS	1653	yjgL			putative protein YjgL
IDBKNKLP_01052	CDS	1005	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
IDBKNKLP_01053	CDS	417	rraB		COG3076	Regulator of ribonuclease activity B
IDBKNKLP_01054	CDS	504				hypothetical protein
IDBKNKLP_01055	CDS	1197	yjgN		COG4269	Inner membrane protein YjgN
IDBKNKLP_01056	CDS	2856	valS	6.1.1.9	COG0525	Valine--tRNA ligase
IDBKNKLP_01057	CDS	444	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
IDBKNKLP_01058	CDS	1512	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
IDBKNKLP_01059	CDS	1101	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
IDBKNKLP_01060	CDS	1083	lptG_1		COG0795	Lipopolysaccharide export system permease protein LptG
IDBKNKLP_01061	CDS	1503				hypothetical protein
IDBKNKLP_01062	CDS	999	gntR_1			HTH-type transcriptional regulator GntR
IDBKNKLP_01063	CDS	1320	idnT		COG2610	Gnt-II system L-idonate transporter
IDBKNKLP_01064	CDS	765	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
IDBKNKLP_01065	CDS	1032	idnD	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
IDBKNKLP_01066	CDS	564	gntK_1	2.7.1.12	COG3265	Thermoresistant gluconokinase
IDBKNKLP_01067	CDS	1020	ahr	1.1.1.2	COG1064	Aldehyde reductase Ahr
IDBKNKLP_01068	tRNA	85				tRNA-Leu(caa)
IDBKNKLP_01069	CDS	195				hypothetical protein
IDBKNKLP_01070	CDS	1191	intA_1		COG0582	Prophage integrase IntA
IDBKNKLP_01071	CDS	243				hypothetical protein
IDBKNKLP_01072	CDS	432	opgE_2	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
IDBKNKLP_01073	CDS	360				hypothetical protein
IDBKNKLP_01074	CDS	1329			COG3385	IS4 family transposase IS4
IDBKNKLP_01075	CDS	1218	yjhB			Putative metabolite transport protein YjhB
IDBKNKLP_01076	CDS	1119	yjhC	1.-.-.-	COG0673	putative oxidoreductase YjhC
IDBKNKLP_01077	CDS	126	ythA			putative protein YthA
IDBKNKLP_01078	CDS	351				hypothetical protein
IDBKNKLP_01079	CDS	273				IS3 family transposase IS911
IDBKNKLP_01080	CDS	654				IS3 family transposase ISLad1
IDBKNKLP_01081	CDS	414				hypothetical protein
IDBKNKLP_01082	CDS	159				hypothetical protein
IDBKNKLP_01083	CDS	1998			COG1292	Glycine betaine transporter
IDBKNKLP_01084	CDS	819				IS3 family transposase ISSd1
IDBKNKLP_01085	CDS	303				IS3 family transposase ISSfl10
IDBKNKLP_01086	CDS	414				hypothetical protein
IDBKNKLP_01087	CDS	258				hypothetical protein
IDBKNKLP_01088	CDS	768	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
IDBKNKLP_01089	CDS	957	fecD		COG0609	Fe(3+) dicitrate transport system permease protein FecD
IDBKNKLP_01090	CDS	999	fecC		COG0609	Fe(3+) dicitrate transport system permease protein FecC
IDBKNKLP_01091	CDS	903	fecB		COG4594	Fe(3+) dicitrate-binding periplasmic protein
IDBKNKLP_01092	CDS	2325	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
IDBKNKLP_01093	CDS	954	fecR		COG3712	Protein FecR
IDBKNKLP_01094	CDS	522	fecI		COG1595	putative RNA polymerase sigma factor FecI
IDBKNKLP_01095	CDS	183				hypothetical protein
IDBKNKLP_01096	CDS	639	leuE		COG1280	Leucine efflux protein
IDBKNKLP_01097	CDS	924	dmlR_1			HTH-type transcriptional regulator DmlR
IDBKNKLP_01098	CDS	1086	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
IDBKNKLP_01099	CDS	1431	caiT_1		COG1292	L-carnitine/gamma-butyrobetaine antiporter
IDBKNKLP_01100	CDS	1125	yeaW	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
IDBKNKLP_01101	CDS	966	yeaX	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
IDBKNKLP_01102	CDS	1116	rnd	3.1.13.5	COG0349	Ribonuclease D
IDBKNKLP_01103	CDS	1752	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
IDBKNKLP_01104	CDS	582	slp_1		COG3065	Outer membrane protein Slp
IDBKNKLP_01105	CDS	696	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
IDBKNKLP_01106	CDS	1911	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
IDBKNKLP_01107	CDS	348	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
IDBKNKLP_01108	CDS	300				hypothetical protein
IDBKNKLP_01109	CDS	180				hypothetical protein
IDBKNKLP_01110	CDS	1362	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
IDBKNKLP_01111	CDS	579	nudL	3.6.1.-		putative Nudix hydrolase NudL
IDBKNKLP_01112	CDS	1365	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
IDBKNKLP_01113	CDS	1599	pdeD	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeD
IDBKNKLP_01114	CDS	1557				hypothetical protein
IDBKNKLP_01115	CDS	972	manX_1	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
IDBKNKLP_01116	CDS	801	manY		COG3715	PTS system mannose-specific EIIC component
IDBKNKLP_01117	CDS	852	manZ_1		COG3716	PTS system mannose-specific EIID component
IDBKNKLP_01118	CDS	459				hypothetical protein
IDBKNKLP_01119	CDS	567	mntP		COG1971	putative manganese efflux pump MntP
IDBKNKLP_01120	CDS	810	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
IDBKNKLP_01121	CDS	210	cspC			Cold shock-like protein CspC
IDBKNKLP_01122	CDS	288				hypothetical protein
IDBKNKLP_01123	CDS	240				hypothetical protein
IDBKNKLP_01124	CDS	792	kdgR		COG1414	Transcriptional regulator KdgR
IDBKNKLP_01125	CDS	1374	ribZ			Riboflavin transporter RibZ
IDBKNKLP_01126	CDS	882	htpX	3.4.24.-	COG0501	Protease HtpX
IDBKNKLP_01127	CDS	2049	prc	3.4.21.102	COG0793	Tail-specific protease
IDBKNKLP_01128	CDS	699	proQ		COG3109	RNA chaperone ProQ
IDBKNKLP_01129	CDS	552	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
IDBKNKLP_01130	CDS	1284	yebS		COG2995	Intermembrane transport protein YebS
IDBKNKLP_01131	CDS	2634	yebT		COG3008	Intermembrane transport protein YebT
IDBKNKLP_01132	CDS	1446	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
IDBKNKLP_01133	CDS	237	yebV			putative protein YebV
IDBKNKLP_01134	CDS	276				hypothetical protein
IDBKNKLP_01135	CDS	657	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
IDBKNKLP_01136	CDS	342				hypothetical protein
IDBKNKLP_01137	CDS	873	yebZ		COG1276	Inner membrane protein YebZ
IDBKNKLP_01138	CDS	375	yobA		COG2372	Protein YobA
IDBKNKLP_01139	CDS	231	holE	2.7.7.7		DNA polymerase III subunit theta
IDBKNKLP_01140	CDS	657				hypothetical protein
IDBKNKLP_01141	CDS	663	exoX	3.1.11.-	COG0847	Exodeoxyribonuclease 10
IDBKNKLP_01142	CDS	2061	ptrB	3.4.21.83	COG1770	Protease 2
IDBKNKLP_01143	CDS	660	yebE		COG2979	Inner membrane protein YebE
IDBKNKLP_01144	CDS	111				hypothetical protein
IDBKNKLP_01145	CDS	207				hypothetical protein
IDBKNKLP_01146	CDS	357	yebF			Protein YebF
IDBKNKLP_01147	CDS	291				hypothetical protein
IDBKNKLP_01148	CDS	1179	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
IDBKNKLP_01149	CDS	642	eda		COG0800	KHG/KDPG aldolase
IDBKNKLP_01150	CDS	1812	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
IDBKNKLP_01151	CDS	1476	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
IDBKNKLP_01152	CDS	150				hypothetical protein
IDBKNKLP_01153	CDS	870	hexR		COG1737	HTH-type transcriptional regulator HexR
IDBKNKLP_01154	CDS	1443	pykA	2.7.1.40	COG0469	Pyruvate kinase II
IDBKNKLP_01155	CDS	972	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
IDBKNKLP_01156	CDS	1323	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
IDBKNKLP_01157	CDS	987	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
IDBKNKLP_01158	CDS	756	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
IDBKNKLP_01159	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
IDBKNKLP_01160	CDS	1011	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
IDBKNKLP_01161	CDS	612	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
IDBKNKLP_01162	CDS	603				hypothetical protein
IDBKNKLP_01163	CDS	522	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
IDBKNKLP_01164	CDS	741	yebC		COG0217	putative transcriptional regulatory protein YebC
IDBKNKLP_01165	CDS	510	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
IDBKNKLP_01166	CDS	1773	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
IDBKNKLP_01167	CDS	567	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
IDBKNKLP_01168	CDS	819				hypothetical protein
IDBKNKLP_01169	CDS	396	yecN		COG3788	Inner membrane protein YecN
IDBKNKLP_01170	CDS	744	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
IDBKNKLP_01171	CDS	972	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
IDBKNKLP_01172	CDS	2430	torZ	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 2
IDBKNKLP_01173	CDS	1101	torY		COG3005	Cytochrome c-type protein TorY
IDBKNKLP_01174	CDS	747	cutC_1		COG3142	Copper homeostasis protein CutC
IDBKNKLP_01175	CDS	567	yecM		COG3102	Protein YecM
IDBKNKLP_01176	CDS	1734	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
IDBKNKLP_01177	CDS	489				hypothetical protein
IDBKNKLP_01178	CDS	393	flhE			Flagellar protein FlhE
IDBKNKLP_01179	CDS	2079	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
IDBKNKLP_01180	CDS	1149	flhB		COG1377	Flagellar biosynthetic protein FlhB
IDBKNKLP_01181	CDS	645	cheZ	3.1.3.-	COG3143	Protein phosphatase CheZ
IDBKNKLP_01182	CDS	390	cheY		COG0784	Chemotaxis protein CheY
IDBKNKLP_01183	CDS	1050	cheB	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
IDBKNKLP_01184	CDS	861	cheR	2.1.1.80		Chemotaxis protein methyltransferase
IDBKNKLP_01185	CDS	1602	tap		COG0840	Methyl-accepting chemotaxis protein IV
IDBKNKLP_01186	CDS	1662	tar		COG0840	Methyl-accepting chemotaxis protein II
IDBKNKLP_01187	CDS	504	cheW		COG0835	Chemotaxis protein CheW
IDBKNKLP_01188	CDS	1965	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
IDBKNKLP_01189	CDS	927	motB		COG1360	Motility protein B
IDBKNKLP_01190	CDS	888	motA		COG1291	Motility protein A
IDBKNKLP_01191	CDS	579	flhC			Flagellar transcriptional regulator FlhC
IDBKNKLP_01192	CDS	351	flhD			Flagellar transcriptional regulator FlhD
IDBKNKLP_01193	CDS	429	uspC		COG0589	Universal stress protein C
IDBKNKLP_01194	CDS	1425	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
IDBKNKLP_01195	CDS	801	otsB	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
IDBKNKLP_01196	CDS	987	araH		COG1172	L-arabinose transport system permease protein AraH
IDBKNKLP_01197	CDS	1515	araG	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
IDBKNKLP_01198	CDS	990	araF		COG1879	L-arabinose-binding periplasmic protein
IDBKNKLP_01199	CDS	504	ftnA_1	1.16.3.2	COG1528	Bacterial non-heme ferritin
IDBKNKLP_01200	CDS	252				hypothetical protein
IDBKNKLP_01201	CDS	324				hypothetical protein
IDBKNKLP_01202	CDS	498	ftnA_2	1.16.3.2	COG1528	Bacterial non-heme ferritin
IDBKNKLP_01203	CDS	240				hypothetical protein
IDBKNKLP_01204	CDS	1212	tyrP		COG0814	Tyrosine-specific transport protein
IDBKNKLP_01205	CDS	666				hypothetical protein
IDBKNKLP_01206	tRNA	87				tRNA-Leu(taa)
IDBKNKLP_01207	tRNA	74				tRNA-Cys(gca)
IDBKNKLP_01208	tRNA	76				tRNA-Gly(gcc)
IDBKNKLP_01209	CDS	549	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
IDBKNKLP_01210	CDS	1833	uvrC		COG0322	UvrABC system protein C
IDBKNKLP_01211	CDS	489	uvrY		COG2197	Response regulator UvrY
IDBKNKLP_01212	CDS	276			COG1662	IS1 family transposase IS1A
IDBKNKLP_01213	CDS	378			COG1662	IS1 family transposase IS1R
IDBKNKLP_01214	CDS	660	hchA	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
IDBKNKLP_01215	CDS	1359	hprS	2.7.13.3	COG0642	Sensor histidine kinase HprS
IDBKNKLP_01216	CDS	783	hprR		COG0745	Transcriptional regulatory protein HprR
IDBKNKLP_01217	CDS	414	hiuH	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
IDBKNKLP_01218	CDS	1005	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
IDBKNKLP_01219	CDS	636	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
IDBKNKLP_01220	CDS	672	zinT		COG3443	Metal-binding protein ZinT
IDBKNKLP_01221	CDS	531	yodB		COG3038	Cytochrome b561 
IDBKNKLP_01222	tRNA	90				tRNA-Ser(cga)
IDBKNKLP_01223	CDS	798	mtfA		COG3228	Protein MtfA
IDBKNKLP_01224	tRNA	76				tRNA-Asn(gtt)
IDBKNKLP_01225	CDS	150				hypothetical protein
IDBKNKLP_01226	CDS	7104				hypothetical protein
IDBKNKLP_01227	CDS	705				hypothetical protein
IDBKNKLP_01228	CDS	1317	abaF			Fosfomycin resistance protein AbaF
IDBKNKLP_01229	CDS	1455	amn	3.2.2.4	COG0775	AMP nucleosidase
IDBKNKLP_01230	CDS	717	yeeN		COG0217	putative transcriptional regulatory protein YeeN
IDBKNKLP_01231	tRNA	76				tRNA-Asn(gtt)
IDBKNKLP_01232	CDS	1455	yeeO		COG0534	putative FMN/FAD exporter YeeO
IDBKNKLP_01233	tRNA	76				tRNA-Asn(gtt)
IDBKNKLP_01234	CDS	951	cbl			HTH-type transcriptional regulator cbl
IDBKNKLP_01235	CDS	918	gltC_1			HTH-type transcriptional regulator GltC
IDBKNKLP_01236	tRNA	76				tRNA-Asn(gtt)
IDBKNKLP_01237	CDS	936	erfK	2.-.-.-	COG1376	putative L,D-transpeptidase ErfK/SrfK
IDBKNKLP_01238	CDS	1080	cobT	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
IDBKNKLP_01239	CDS	744	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
IDBKNKLP_01240	CDS	543	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
IDBKNKLP_01241	CDS	393	btuB_1			Vitamin B12 transporter BtuB
IDBKNKLP_01242	CDS	906				IS3 family transposase IS2
IDBKNKLP_01243	CDS	408				hypothetical protein
IDBKNKLP_01244	CDS	402				hypothetical protein
IDBKNKLP_01245	CDS	330				hypothetical protein
IDBKNKLP_01246	CDS	1059	yeeA		COG1289	Inner membrane protein YeeA
IDBKNKLP_01247	CDS	474	sbmC_1		COG3449	DNA gyrase inhibitor
IDBKNKLP_01248	CDS	1167	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
IDBKNKLP_01249	CDS	1428	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
IDBKNKLP_01250	CDS	228	yeeD		COG0425	Putative sulfur carrier protein YeeD
IDBKNKLP_01251	CDS	1005				hypothetical protein
IDBKNKLP_01252	CDS	1359	plaP		COG0531	Low-affinity putrescine importer PlaP
IDBKNKLP_01253	CDS	951	yhaJ_1			HTH-type transcriptional regulator YhaJ
IDBKNKLP_01254	CDS	825	yeeZ		COG0451	Protein YeeZ
IDBKNKLP_01255	CDS	900	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
IDBKNKLP_01256	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
IDBKNKLP_01257	CDS	1071	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
IDBKNKLP_01258	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
IDBKNKLP_01259	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
IDBKNKLP_01260	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
IDBKNKLP_01261	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
IDBKNKLP_01262	CDS	612	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
IDBKNKLP_01263	CDS	981	wzzB		COG3765	Chain length determinant protein
IDBKNKLP_01264	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
IDBKNKLP_01265	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
IDBKNKLP_01266	CDS	1365	algC_1	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
IDBKNKLP_01267	CDS	1425	manC1_1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
IDBKNKLP_01268	CDS	378			COG1662	IS1 family transposase IS1R
IDBKNKLP_01269	CDS	276			COG1662	IS1 family transposase IS1A
IDBKNKLP_01270	CDS	768	wbbD	2.4.1.303	COG0463	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase
IDBKNKLP_01271	CDS	1113				hypothetical protein
IDBKNKLP_01272	CDS	1176				hypothetical protein
IDBKNKLP_01273	CDS	822				hypothetical protein
IDBKNKLP_01274	CDS	747				hypothetical protein
IDBKNKLP_01275	CDS	579	vioB	2.3.1.209	COG0110	dTDP-4-amino-4,6-dideoxy-D-glucose acyltransferase
IDBKNKLP_01276	CDS	1113	vioA	2.6.1.33		dTDP-4-amino-4,6-dideoxy-D-glucose transaminase
IDBKNKLP_01277	CDS	1425				hypothetical protein
IDBKNKLP_01278	CDS	546	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
IDBKNKLP_01279	CDS	879	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
IDBKNKLP_01280	CDS	900	rfbD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
IDBKNKLP_01281	CDS	1086	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
IDBKNKLP_01282	CDS	894	galF	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
IDBKNKLP_01283	CDS	1395				hypothetical protein
IDBKNKLP_01284	CDS	1221	mshA	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IDBKNKLP_01285	CDS	1281				hypothetical protein
IDBKNKLP_01286	CDS	1479	wzxC		COG2244	Lipopolysaccharide biosynthesis protein WzxC
IDBKNKLP_01287	CDS	1395	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
IDBKNKLP_01288	CDS	1371	algC_2	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
IDBKNKLP_01289	CDS	1437	manC1_2	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
IDBKNKLP_01290	CDS	1224				hypothetical protein
IDBKNKLP_01291	CDS	483	gmm	3.6.1.-	COG0494	GDP-mannose mannosyl hydrolase
IDBKNKLP_01292	CDS	966	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
IDBKNKLP_01293	CDS	1122	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
IDBKNKLP_01294	CDS	549	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
IDBKNKLP_01295	CDS	747				hypothetical protein
IDBKNKLP_01296	CDS	1218				hypothetical protein
IDBKNKLP_01297	CDS	1218				hypothetical protein
IDBKNKLP_01298	CDS	489	cysE_1	2.3.1.30	COG1045	Serine acetyltransferase
IDBKNKLP_01299	CDS	840				hypothetical protein
IDBKNKLP_01300	CDS	2163	wzc	2.7.10.-	COG0489	Tyrosine-protein kinase wzc
IDBKNKLP_01301	CDS	444	wzb	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Wzb
IDBKNKLP_01302	CDS	1140				hypothetical protein
IDBKNKLP_01303	CDS	1584				hypothetical protein
IDBKNKLP_01304	CDS	1854				hypothetical protein
IDBKNKLP_01305	CDS	582	dcd	3.5.4.13	COG0717	dCTP deaminase
IDBKNKLP_01306	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
IDBKNKLP_01307	CDS	3306	dgcE	2.7.7.65	COG2202	putative diguanylate cyclase DgcE
IDBKNKLP_01308	CDS	849	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase 2
IDBKNKLP_01309	CDS	1353	dnaK_1			Chaperone protein DnaK
IDBKNKLP_01310	CDS	1941	yegI	2.7.-.-	COG4248	Protein kinase YegI
IDBKNKLP_01311	CDS	681	pphC	3.1.3.16		Serine/threonine-protein phosphatase 3
IDBKNKLP_01312	CDS	660				hypothetical protein
IDBKNKLP_01313	CDS	147				hypothetical protein
IDBKNKLP_01314	CDS	147				hypothetical protein
IDBKNKLP_01315	CDS	1248	mdtA			Multidrug resistance protein MdtA
IDBKNKLP_01316	CDS	3123	mdtB			Multidrug resistance protein MdtB
IDBKNKLP_01317	CDS	3078	mdtC		COG0841	Multidrug resistance protein MdtC
IDBKNKLP_01318	CDS	1416	mdtD			Putative multidrug resistance protein MdtD
IDBKNKLP_01319	CDS	1404	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
IDBKNKLP_01320	CDS	723	baeR		COG0745	Transcriptional regulatory protein BaeR
IDBKNKLP_01321	CDS	333				hypothetical protein
IDBKNKLP_01322	CDS	1362	rlhA_1		COG0826	23S rRNA 5-hydroxycytidine synthase
IDBKNKLP_01323	CDS	255				hypothetical protein
IDBKNKLP_01324	CDS	780				hypothetical protein
IDBKNKLP_01325	CDS	1191	gpFI			Putative prophage major tail sheath protein
IDBKNKLP_01326	CDS	240				hypothetical protein
IDBKNKLP_01327	CDS	1113				hypothetical protein
IDBKNKLP_01328	CDS	2859				hypothetical protein
IDBKNKLP_01329	CDS	531				hypothetical protein
IDBKNKLP_01330	CDS	909				hypothetical protein
IDBKNKLP_01331	CDS	348				hypothetical protein
IDBKNKLP_01332	CDS	636				hypothetical protein
IDBKNKLP_01333	CDS	786				hypothetical protein
IDBKNKLP_01334	CDS	951				hypothetical protein
IDBKNKLP_01335	CDS	1968				hypothetical protein
IDBKNKLP_01336	CDS	153				hypothetical protein
IDBKNKLP_01337	CDS	1224				hypothetical protein
IDBKNKLP_01338	CDS	2283				hypothetical protein
IDBKNKLP_01339	CDS	276				hypothetical protein
IDBKNKLP_01340	CDS	225				hypothetical protein
IDBKNKLP_01341	CDS	300				hypothetical protein
IDBKNKLP_01342	CDS	225				hypothetical protein
IDBKNKLP_01343	CDS	501				hypothetical protein
IDBKNKLP_01344	CDS	171				hypothetical protein
IDBKNKLP_01345	CDS	276				hypothetical protein
IDBKNKLP_01346	CDS	300				hypothetical protein
IDBKNKLP_01347	CDS	1014	xerC_3			Tyrosine recombinase XerC
IDBKNKLP_01348	CDS	366				IS3 family transposase IS150
IDBKNKLP_01349	CDS	444	kpsD_1		COG1596	Polysialic acid transport protein KpsD
IDBKNKLP_01350	CDS	741	kpsU	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
IDBKNKLP_01351	CDS	2028				hypothetical protein
IDBKNKLP_01352	CDS	1233				hypothetical protein
IDBKNKLP_01353	CDS	960				hypothetical protein
IDBKNKLP_01354	CDS	1140				hypothetical protein
IDBKNKLP_01355	CDS	378			COG1662	IS1 family transposase IS1R
IDBKNKLP_01356	CDS	276			COG1662	IS1 family transposase IS1A
IDBKNKLP_01357	CDS	723	bcs1			Bifunctional ribulose 5-phosphate reductase/CDP-ribitol pyrophosphorylase Bcs1
IDBKNKLP_01358	CDS	1353				hypothetical protein
IDBKNKLP_01359	CDS	678	kpsT			Polysialic acid transport ATP-binding protein KpsT
IDBKNKLP_01360	CDS	777	kpsM		COG1682	Polysialic acid transport protein KpsM
IDBKNKLP_01361	CDS	537	epsM		COG3149	Type II secretion system protein M
IDBKNKLP_01362	CDS	1179				hypothetical protein
IDBKNKLP_01363	CDS	978	gspK_1		COG3156	Putative type II secretion system protein K
IDBKNKLP_01364	CDS	606	xcpW		COG4795	Type II secretion system protein J
IDBKNKLP_01365	CDS	372				hypothetical protein
IDBKNKLP_01366	CDS	564	epsH			Type II secretion system protein H
IDBKNKLP_01367	CDS	456	epsG		COG2165	Type II secretion system protein G
IDBKNKLP_01368	CDS	1224	epsF_1		COG1459	Type II secretion system protein F
IDBKNKLP_01369	CDS	1494	epsE_1		COG2804	Type II secretion system protein E
IDBKNKLP_01370	CDS	2061	gspD2			Secretin GspD 2
IDBKNKLP_01371	CDS	831	gspC2			Type II secretion system protein C 2
IDBKNKLP_01372	CDS	411	yghG			Lipoprotein YghG
IDBKNKLP_01373	CDS	810	pppA		COG1989	Prepilin peptidase PppA
IDBKNKLP_01374	CDS	4554				hypothetical protein
IDBKNKLP_01375	CDS	1683	glcA		COG1620	Glycolate permease GlcA
IDBKNKLP_01376	CDS	2172	glcB	2.3.3.9	COG2225	Malate synthase G
IDBKNKLP_01377	CDS	405				hypothetical protein
