locus_tag	ftype	length_bp	gene	EC_number	COG	product
APGBGNDD_00367	CDS	468	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
APGBGNDD_00368	CDS	1206	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
APGBGNDD_00369	CDS	636	ribE	2.5.1.9	COG0307	Riboflavin synthase
APGBGNDD_00370	CDS	1101	ribD		COG0117	Riboflavin biosynthesis protein RibD
APGBGNDD_00371	CDS	594	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
APGBGNDD_00372	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
APGBGNDD_00373	CDS	678				hypothetical protein
APGBGNDD_00374	CDS	1032	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
APGBGNDD_00375	CDS	684				hypothetical protein
APGBGNDD_00376	CDS	945				hypothetical protein
APGBGNDD_00377	CDS	2832	uvrA			UvrABC system protein A
APGBGNDD_00378	CDS	1062	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
APGBGNDD_00379	CDS	399	spxA_2		COG1393	Regulatory protein Spx
APGBGNDD_00380	CDS	570				hypothetical protein
APGBGNDD_00381	CDS	267				hypothetical protein
APGBGNDD_00382	CDS	420	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
APGBGNDD_00383	CDS	306				hypothetical protein
APGBGNDD_00384	CDS	1251	fpgS_1	6.3.2.17		Folylpolyglutamate synthase
APGBGNDD_00385	CDS	459				hypothetical protein
APGBGNDD_00386	CDS	1533	cls	2.7.8.-		Cardiolipin synthase
APGBGNDD_00387	CDS	144				hypothetical protein
APGBGNDD_00388	CDS	1539				hypothetical protein
APGBGNDD_00389	CDS	2208	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
APGBGNDD_00390	CDS	507				hypothetical protein
APGBGNDD_00391	CDS	591				hypothetical protein
APGBGNDD_00392	CDS	618				hypothetical protein
APGBGNDD_00393	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
APGBGNDD_00394	CDS	627	rplC		COG0087	50S ribosomal protein L3
APGBGNDD_00395	CDS	624	rplD		COG0088	50S ribosomal protein L4
APGBGNDD_00396	CDS	297	rplW			50S ribosomal protein L23
APGBGNDD_00397	CDS	834	rplB		COG0090	50S ribosomal protein L2
APGBGNDD_00398	CDS	282	rpsS		COG0185	30S ribosomal protein S19
APGBGNDD_00399	CDS	345	rplV		COG0091	50S ribosomal protein L22
APGBGNDD_00400	CDS	654	rpsC		COG0092	30S ribosomal protein S3
APGBGNDD_00401	CDS	414	rplP		COG0197	50S ribosomal protein L16
APGBGNDD_00402	CDS	207	rpmC		COG0255	50S ribosomal protein L29
APGBGNDD_00403	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
APGBGNDD_00404	CDS	369	rplN		COG0093	50S ribosomal protein L14
APGBGNDD_00405	CDS	306	rplX		COG0198	50S ribosomal protein L24
APGBGNDD_00406	CDS	543	rplE		COG0094	50S ribosomal protein L5
APGBGNDD_00407	CDS	270	rpsN2		COG0199	Alternate 30S ribosomal protein S14
APGBGNDD_00408	CDS	399	rpsH			30S ribosomal protein S8
APGBGNDD_00409	CDS	537	rplF		COG0097	50S ribosomal protein L6
APGBGNDD_00410	CDS	357	rplR		COG0256	50S ribosomal protein L18
APGBGNDD_00411	CDS	495	rpsE			30S ribosomal protein S5
APGBGNDD_00412	CDS	183	rpmD		COG1841	50S ribosomal protein L30
APGBGNDD_00413	CDS	441	rplO			50S ribosomal protein L15
APGBGNDD_00414	CDS	1311	secY			Protein translocase subunit SecY
APGBGNDD_00415	CDS	639	adk	2.7.4.3	COG0563	Adenylate kinase
APGBGNDD_00416	CDS	219	infA		COG0361	Translation initiation factor IF-1
APGBGNDD_00417	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
APGBGNDD_00418	CDS	366	rpsM		COG0099	30S ribosomal protein S13
APGBGNDD_00419	CDS	384	rpsK			30S ribosomal protein S11
APGBGNDD_00420	CDS	936	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
APGBGNDD_00421	CDS	387	rplQ		COG0203	50S ribosomal protein L17
APGBGNDD_00422	CDS	267				hypothetical protein
APGBGNDD_00423	CDS	1338				hypothetical protein
APGBGNDD_00424	CDS	693				hypothetical protein
APGBGNDD_00425	CDS	1023				hypothetical protein
APGBGNDD_00426	CDS	369				hypothetical protein
APGBGNDD_00427	CDS	1092	malK	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
APGBGNDD_00428	CDS	450				hypothetical protein
APGBGNDD_00429	CDS	195				hypothetical protein
APGBGNDD_00430	CDS	102				hypothetical protein
APGBGNDD_00431	CDS	198				hypothetical protein
APGBGNDD_00432	CDS	777	hpdA	1.97.1.-	COG1180	4-hydroxyphenylacetate decarboxylase activating enzyme
APGBGNDD_00433	CDS	747	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
APGBGNDD_00434	CDS	981	sorC_2		COG2390	Sorbitol operon regulator
APGBGNDD_00435	CDS	561	ykuT		COG0668	putative MscS family protein YkuT
APGBGNDD_00436	CDS	909				hypothetical protein
APGBGNDD_00437	CDS	528				hypothetical protein
APGBGNDD_00438	CDS	1107	yqeH		COG1161	putative protein YqeH
APGBGNDD_00439	CDS	312	yhbY		COG1534	RNA-binding protein YhbY
APGBGNDD_00440	CDS	630	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
APGBGNDD_00441	CDS	594				hypothetical protein
APGBGNDD_00442	CDS	501	sttH	3.5.2.19		Streptothricin hydrolase
APGBGNDD_00443	CDS	354	rsfS		COG0799	Ribosomal silencing factor RsfS
APGBGNDD_00444	CDS	747				hypothetical protein
APGBGNDD_00445	CDS	1098	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
APGBGNDD_00446	CDS	255				hypothetical protein
APGBGNDD_00447	CDS	255	yoeB	3.1.-.-	COG4115	Toxin YoeB
APGBGNDD_00448	CDS	1614	rny	3.1.-.-	COG1418	Ribonuclease Y
APGBGNDD_00449	CDS	627	gmk	2.7.4.8		Guanylate kinase
APGBGNDD_00450	CDS	315	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
APGBGNDD_00451	CDS	2397	priA	3.6.4.-	COG1198	Primosomal protein N'
APGBGNDD_00452	CDS	936	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
APGBGNDD_00453	CDS	1314	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
APGBGNDD_00454	CDS	741	phpP	3.1.3.16	COG0631	Protein phosphatase PhpP
APGBGNDD_00455	CDS	1980	stkP	2.7.11.1	COG0515	Serine/threonine-protein kinase StkP
APGBGNDD_00456	CDS	759	yjjP		COG2966	Inner membrane protein YjjP
APGBGNDD_00457	CDS	450				hypothetical protein
APGBGNDD_00458	CDS	471			COG3039	IS5 family transposase ISSpn7
APGBGNDD_00459	CDS	198				hypothetical protein
APGBGNDD_00460	CDS	1173	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
APGBGNDD_00461	CDS	1275	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
APGBGNDD_00462	CDS	966	degA_1		COG1609	HTH-type transcriptional regulator DegA
APGBGNDD_00463	CDS	1455	scrB	3.2.1.26		Sucrose-6-phosphate hydrolase
APGBGNDD_00464	CDS	1938				hypothetical protein
APGBGNDD_00465	CDS	888	gmuE	2.7.1.4	COG1940	Putative fructokinase
APGBGNDD_00466	CDS	618				hypothetical protein
APGBGNDD_00467	CDS	894		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
APGBGNDD_00468	CDS	1200	yhaP		COG1668	putative protein YhaP
APGBGNDD_00469	CDS	768				hypothetical protein
APGBGNDD_00470	CDS	696	skfE	7.3.2.3	COG1131	SkfA peptide export ATP-binding protein SkfE
APGBGNDD_00471	CDS	366	ytrA		COG1725	HTH-type transcriptional repressor YtrA
APGBGNDD_00472	CDS	474	nrdR		COG1327	Transcriptional repressor NrdR
APGBGNDD_00473	CDS	1170				hypothetical protein
APGBGNDD_00474	CDS	897	dnaI		COG1484	Primosomal protein DnaI
APGBGNDD_00475	CDS	714	nfrA2	1.5.1.39	COG0778	FMN reductase [NAD(P)H]
APGBGNDD_00476	CDS	1311	der		COG1160	GTPase Der
APGBGNDD_00477	CDS	345				hypothetical protein
APGBGNDD_00478	CDS	336				hypothetical protein
APGBGNDD_00479	CDS	792				hypothetical protein
APGBGNDD_00480	CDS	642				hypothetical protein
APGBGNDD_00481	CDS	651	bcrA_1			Bacitracin transport ATP-binding protein BcrA
APGBGNDD_00482	CDS	288				hypothetical protein
APGBGNDD_00483	CDS	2514	secA		COG0653	Protein translocase subunit SecA
APGBGNDD_00484	CDS	1032	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
APGBGNDD_00485	CDS	1032	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
APGBGNDD_00486	CDS	369	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
APGBGNDD_00487	CDS	1104	alr	5.1.1.1	COG0787	Alanine racemase
APGBGNDD_00488	CDS	2016	recG	3.6.4.12		ATP-dependent DNA helicase RecG
APGBGNDD_00489	CDS	1770				hypothetical protein
APGBGNDD_00490	CDS	1956	mtlR			Transcriptional regulator MtlR
APGBGNDD_00491	CDS	438	mtlF		COG2213	Mannitol-specific phosphotransferase enzyme IIA component
APGBGNDD_00492	CDS	1137	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
APGBGNDD_00493	CDS	1284	tig	5.2.1.8	COG0544	Trigger factor
APGBGNDD_00494	CDS	2367	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
APGBGNDD_00495	CDS	615	spsB	3.4.21.89		Signal peptidase IB
APGBGNDD_00496	CDS	882	rnhC	3.1.26.4	COG1039	Ribonuclease HIII
APGBGNDD_00497	CDS	303				hypothetical protein
APGBGNDD_00498	CDS	549				hypothetical protein
APGBGNDD_00499	CDS	2337	mutS2	3.1.-.-		Endonuclease MutS2
APGBGNDD_00500	CDS	1323	alsT		COG1115	Amino-acid carrier protein AlsT
APGBGNDD_00501	CDS	549				hypothetical protein
APGBGNDD_00502	CDS	900				hypothetical protein
APGBGNDD_00503	CDS	1275	serS	6.1.1.11		Serine--tRNA ligase
APGBGNDD_00504	CDS	372				hypothetical protein
APGBGNDD_00505	CDS	1365	yclM	2.7.2.4	COG0527	Aspartokinase 3
APGBGNDD_00506	CDS	786	fabM	5.3.3.14	COG1024	Trans-2-decenoyl-[acyl-carrier-protein] isomerase
APGBGNDD_00507	CDS	435				hypothetical protein
APGBGNDD_00508	CDS	975	fabH	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
APGBGNDD_00509	CDS	225	acpA		COG0236	Acyl carrier protein
APGBGNDD_00510	CDS	975		1.6.5.11	COG2070	NADH:quinone reductase
APGBGNDD_00511	CDS	921	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
APGBGNDD_00512	CDS	732	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
APGBGNDD_00513	CDS	1236	fabF	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
APGBGNDD_00514	CDS	486	accB			Biotin carboxyl carrier protein of acetyl-CoA carboxylase
APGBGNDD_00515	CDS	423	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
APGBGNDD_00516	CDS	1368	accC	6.3.4.14	COG0439	Biotin carboxylase
APGBGNDD_00517	CDS	867	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
APGBGNDD_00518	CDS	768	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
APGBGNDD_00519	CDS	186				hypothetical protein
APGBGNDD_00520	CDS	423	nusB		COG0781	Transcription antitermination protein NusB
APGBGNDD_00521	CDS	390				putative protein
APGBGNDD_00522	CDS	561	efp			Elongation factor P
APGBGNDD_00523	CDS	1443	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
APGBGNDD_00524	CDS	1467	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
APGBGNDD_00525	CDS	303	gatC_1	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
APGBGNDD_00526	CDS	1545	prfC			Peptide chain release factor 3
APGBGNDD_00527	CDS	486	glyE			Glycosyltransferase GlyE
APGBGNDD_00528	CDS	189	rpmB		COG0227	50S ribosomal protein L28
APGBGNDD_00529	CDS	366				putative protein
APGBGNDD_00530	CDS	1668				putative protein
APGBGNDD_00531	CDS	1701	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
APGBGNDD_00532	CDS	477	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
APGBGNDD_00533	CDS	1023	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
APGBGNDD_00534	CDS	237				hypothetical protein
APGBGNDD_00535	CDS	357				hypothetical protein
APGBGNDD_00536	CDS	1251	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
APGBGNDD_00537	CDS	228				hypothetical protein
APGBGNDD_00538	CDS	2946	nanA_1	3.2.1.18	COG4409	Sialidase A
APGBGNDD_00539	CDS	96				hypothetical protein
APGBGNDD_00540	CDS	453				hypothetical protein
APGBGNDD_00541	CDS	1338				hypothetical protein
APGBGNDD_00542	CDS	885	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
APGBGNDD_00543	CDS	834	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
APGBGNDD_00544	CDS	2094	nanB	3.2.1.18	COG4409	Sialidase B
APGBGNDD_00545	CDS	1104	yjhC	1.-.-.-	COG0673	putative oxidoreductase YjhC
APGBGNDD_00546	CDS	699	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
APGBGNDD_00547	CDS	1518	ptsG_1	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
APGBGNDD_00548	CDS	1329				hypothetical protein
APGBGNDD_00549	CDS	888	lacF_1			Lactose transport system permease protein LacF
APGBGNDD_00550	CDS	840	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
APGBGNDD_00551	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
APGBGNDD_00552	CDS	333				hypothetical protein
APGBGNDD_00553	CDS	645				hypothetical protein
APGBGNDD_00554	CDS	918	nanA_2	4.1.3.3	COG0329	N-acetylneuraminate lyase
APGBGNDD_00555	CDS	885	bglK_2	2.7.1.85	COG1940	Beta-glucoside kinase
APGBGNDD_00556	CDS	852	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
APGBGNDD_00557	CDS	2043	penA		COG0768	Penicillin-binding protein 2B
APGBGNDD_00558	CDS	597	recR		COG0353	Recombination protein RecR
APGBGNDD_00559	CDS	1044	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
APGBGNDD_00560	CDS	1374	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
APGBGNDD_00561	CDS	612				hypothetical protein
APGBGNDD_00562	CDS	705				hypothetical protein
APGBGNDD_00563	CDS	1374	ftsA		COG0849	Cell division protein FtsA
APGBGNDD_00564	CDS	1260	ftsZ		COG0206	Cell division protein FtsZ
APGBGNDD_00565	CDS	672			COG0325	Pyridoxal phosphate homeostasis protein
APGBGNDD_00566	CDS	540	sepF		COG1799	Cell division protein SepF
APGBGNDD_00567	CDS	264				hypothetical protein
APGBGNDD_00568	CDS	786				hypothetical protein
APGBGNDD_00569	CDS	789	divIVA		COG3599	Cell division protein DivIVA
APGBGNDD_00570	CDS	2793	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
APGBGNDD_00571	CDS	381				hypothetical protein
APGBGNDD_00572	CDS	189				hypothetical protein
APGBGNDD_00573	CDS	693	gpmA	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
APGBGNDD_00574	CDS	2412				hypothetical protein
APGBGNDD_00575	CDS	702			COG1136	putative ABC transporter ATP-binding protein
APGBGNDD_00576	CDS	2709				hypothetical protein
APGBGNDD_00577	CDS	492	tpx	1.11.1.15	COG2077	Thiol peroxidase
APGBGNDD_00578	CDS	930	psaA		COG0803	Manganese ABC transporter substrate-binding lipoprotein
APGBGNDD_00579	CDS	849	mntB			Manganese transport system membrane protein MntB
APGBGNDD_00580	CDS	723	scaC	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
APGBGNDD_00581	CDS	1278				hypothetical protein
APGBGNDD_00582	CDS	1485	thrC	4.2.3.1	COG0498	Threonine synthase
APGBGNDD_00583	CDS	1281	yeeO		COG0534	putative FMN/FAD exporter YeeO
APGBGNDD_00584	CDS	621				hypothetical protein
APGBGNDD_00585	CDS	1143				hypothetical protein
APGBGNDD_00586	CDS	426				hypothetical protein
APGBGNDD_00587	CDS	360				hypothetical protein
APGBGNDD_00588	CDS	597	pcp_1	3.4.19.3		Pyrrolidone-carboxylate peptidase
APGBGNDD_00589	CDS	858				hypothetical protein
APGBGNDD_00590	CDS	1143	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
APGBGNDD_00591	CDS	1818	oatA	2.3.1.-		O-acetyltransferase OatA
APGBGNDD_00592	CDS	1152	agaA_1	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
APGBGNDD_00593	CDS	1059	adh_1	1.1.1.1	COG1063	Alcohol dehydrogenase
APGBGNDD_00594	CDS	366				hypothetical protein
APGBGNDD_00595	CDS	942	comGA		COG2804	ComG operon protein 1
APGBGNDD_00596	CDS	873	gspF		COG1459	Putative type II secretion system protein F
APGBGNDD_00597	CDS	327				hypothetical protein
APGBGNDD_00598	CDS	405				hypothetical protein
APGBGNDD_00599	CDS	303				hypothetical protein
APGBGNDD_00600	CDS	462				hypothetical protein
APGBGNDD_00601	CDS	414				hypothetical protein
APGBGNDD_00602	CDS	183				hypothetical protein
APGBGNDD_00603	CDS	381				hypothetical protein
APGBGNDD_00604	CDS	954				hypothetical protein
APGBGNDD_00605	CDS	1191	ackA	2.7.2.1	COG0282	Acetate kinase
APGBGNDD_00606	CDS	372	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
APGBGNDD_00607	CDS	831	misCA		COG0706	Membrane protein insertase MisCA
APGBGNDD_00608	CDS	987				hypothetical protein
APGBGNDD_00609	CDS	624				hypothetical protein
APGBGNDD_00610	CDS	1458	ulaA_2		COG3037	Ascorbate-specific PTS system EIIC component
APGBGNDD_00611	CDS	282	ulaB	2.7.1.194		Ascorbate-specific PTS system EIIB component
APGBGNDD_00612	CDS	486	ulaC		COG1762	Ascorbate-specific PTS system EIIA component
APGBGNDD_00613	CDS	666	ulaD	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
APGBGNDD_00614	CDS	864	ulaE	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
APGBGNDD_00615	CDS	705	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
APGBGNDD_00616	CDS	1674	licR_1		COG1762	putative licABCH operon regulator
APGBGNDD_00617	CDS	1092	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
APGBGNDD_00618	CDS	1977	tkt_1	2.2.1.1		Transketolase
APGBGNDD_00619	CDS	300				hypothetical protein
APGBGNDD_00620	CDS	429	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
APGBGNDD_00621	CDS	411				hypothetical protein
APGBGNDD_00622	CDS	2652	adhE		COG1012	Aldehyde-alcohol dehydrogenase
APGBGNDD_00623	CDS	309	gmuA		COG1447	PTS system oligo-beta-mannoside-specific EIIA component
APGBGNDD_00624	CDS	309	celA	2.7.1.205		PTS system cellobiose-specific EIIB component
APGBGNDD_00625	CDS	1296	licC_1		COG1455	Lichenan permease IIC component
APGBGNDD_00626	CDS	1410	gmuD_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
APGBGNDD_00627	CDS	729	gmuR		COG2188	HTH-type transcriptional regulator GmuR
APGBGNDD_00628	CDS	195				hypothetical protein
APGBGNDD_00629	CDS	1311				hypothetical protein
APGBGNDD_00630	CDS	873	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
APGBGNDD_00631	CDS	3612	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
APGBGNDD_00632	CDS	3678	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
APGBGNDD_00633	CDS	414	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
APGBGNDD_00634	CDS	90				hypothetical protein
APGBGNDD_00635	CDS	162				hypothetical protein
APGBGNDD_00636	CDS	633	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
APGBGNDD_00637	CDS	2016				hypothetical protein
APGBGNDD_00638	CDS	171				hypothetical protein
APGBGNDD_00639	CDS	864				hypothetical protein
APGBGNDD_00640	CDS	621				hypothetical protein
APGBGNDD_00641	CDS	444	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
APGBGNDD_00642	CDS	519				hypothetical protein
APGBGNDD_00643	CDS	1017	brpA		COG1316	Biofilm regulatory protein A
APGBGNDD_00644	CDS	1257	cinA		COG1058	Putative competence-damage inducible protein
APGBGNDD_00645	CDS	1167	recA		COG0468	Protein RecA
APGBGNDD_00646	CDS	1371	mepA			Multidrug export protein MepA
APGBGNDD_00647	CDS	957	lytA	3.5.1.28		Autolysin
APGBGNDD_00648	CDS	207				hypothetical protein
APGBGNDD_00649	CDS	360				hypothetical protein
APGBGNDD_00650	CDS	426				hypothetical protein
APGBGNDD_00651	CDS	795				hypothetical protein
APGBGNDD_00652	CDS	198				hypothetical protein
APGBGNDD_00653	CDS	552				hypothetical protein
APGBGNDD_00654	CDS	261				hypothetical protein
APGBGNDD_00655	CDS	132				hypothetical protein
APGBGNDD_00656	CDS	459				hypothetical protein
APGBGNDD_00657	CDS	609				hypothetical protein
APGBGNDD_00658	CDS	411				hypothetical protein
APGBGNDD_00659	CDS	1410	ply			Pneumolysin
APGBGNDD_00660	CDS	717	yeeN		COG0217	putative transcriptional regulatory protein YeeN
APGBGNDD_00661	CDS	345				hypothetical protein
APGBGNDD_00662	CDS	822			COG1132	putative ABC transporter ATP-binding protein
APGBGNDD_00663	CDS	1032			COG1132	putative ABC transporter ATP-binding protein
APGBGNDD_00664	CDS	363				hypothetical protein
APGBGNDD_00665	CDS	504				hypothetical protein
APGBGNDD_00666	CDS	447				hypothetical protein
APGBGNDD_00667	CDS	675				hypothetical protein
APGBGNDD_00668	CDS	300				hypothetical protein
APGBGNDD_00669	CDS	318	ytpP			Thioredoxin-like protein YtpP
APGBGNDD_00670	CDS	627				hypothetical protein
APGBGNDD_00671	CDS	762	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
APGBGNDD_00672	CDS	396	ssb_2		COG0629	Single-stranded DNA-binding protein
APGBGNDD_00673	CDS	285	groS		COG0234	10 kDa chaperonin
APGBGNDD_00674	CDS	1623	groL		COG0459	60 kDa chaperonin
APGBGNDD_00675	CDS	105	queH_1	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
APGBGNDD_00676	CDS	246	queH_2	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
APGBGNDD_00677	CDS	774				hypothetical protein
APGBGNDD_00678	CDS	990	manX_2	2.7.1.191		PTS system mannose-specific EIIAB component
APGBGNDD_00679	CDS	804	sorA		COG3715	PTS system sorbose-specific EIIC component
APGBGNDD_00680	CDS	912	manZ_2		COG3716	PTS system mannose-specific EIID component
APGBGNDD_00681	CDS	1335	pepC	3.4.22.40	COG3579	Aminopeptidase C
APGBGNDD_00682	CDS	723	rsuA_1	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
APGBGNDD_00683	CDS	981				hypothetical protein
APGBGNDD_00684	CDS	1242	pepS	3.4.11.-	COG2309	Aminopeptidase PepS
APGBGNDD_00685	CDS	153				hypothetical protein
APGBGNDD_00686	CDS	279	yafQ	3.1.-.-		mRNA interferase toxin YafQ
APGBGNDD_00687	CDS	264				hypothetical protein
APGBGNDD_00688	CDS	4392	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
APGBGNDD_00689	CDS	2082	fus			Elongation factor G
APGBGNDD_00690	CDS	471	rpsG		COG0049	30S ribosomal protein S7
APGBGNDD_00691	CDS	414	rpsL		COG0048	30S ribosomal protein S12
APGBGNDD_00692	CDS	3798				hypothetical protein
APGBGNDD_00693	CDS	1050	luxA	1.14.14.3		Alkanal monooxygenase alpha chain
APGBGNDD_00694	CDS	1809	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
APGBGNDD_00695	CDS	1380	gmuD_2	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
APGBGNDD_00696	CDS	1854	proS	6.1.1.15	COG0442	Proline--tRNA ligase
APGBGNDD_00697	CDS	1260		3.4.24.-		Putative zinc metalloprotease
APGBGNDD_00698	CDS	804				hypothetical protein
APGBGNDD_00699	CDS	759	uppS	2.5.1.-	COG0020	Isoprenyl transferase
APGBGNDD_00700	CDS	573				hypothetical protein
APGBGNDD_00701	CDS	972	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
APGBGNDD_00702	CDS	417				hypothetical protein
APGBGNDD_00703	CDS	696				hypothetical protein
APGBGNDD_00704	CDS	2502	leuS	6.1.1.4		Leucine--tRNA ligase
APGBGNDD_00705	CDS	1089	gldA	1.1.1.6		Glycerol dehydrogenase
APGBGNDD_00706	CDS	669	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
APGBGNDD_00707	CDS	2439	cutC_1	4.3.99.4	COG1882	Choline trimethylamine-lyase
APGBGNDD_00708	CDS	1299	licC_2		COG1455	Lichenan permease IIC component
APGBGNDD_00709	CDS	309	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
APGBGNDD_00710	CDS	321	licA_1		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
APGBGNDD_00711	CDS	474				hypothetical protein
APGBGNDD_00712	CDS	249				hypothetical protein
APGBGNDD_00713	CDS	1230	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
APGBGNDD_00714	CDS	2697	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
APGBGNDD_00715	CDS	1005				hypothetical protein
APGBGNDD_00716	CDS	867				hypothetical protein
APGBGNDD_00717	CDS	759	cmpD	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
APGBGNDD_00718	CDS	1761	dnaG	2.7.7.-	COG0358	DNA primase
APGBGNDD_00719	CDS	1110	sigA		COG0568	RNA polymerase sigma factor SigA
APGBGNDD_00720	CDS	330	sufT			Fe-S protein maturation auxiliary factor SufT
APGBGNDD_00721	CDS	1044	cpoA	2.4.1.-	COG0438	Alpha-galactosylglucosyldiacylglycerol synthase
APGBGNDD_00722	CDS	1326		2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
APGBGNDD_00723	CDS	177				hypothetical protein
APGBGNDD_00724	CDS	135				hypothetical protein
